Largest betweenness centrality at vertex 12203

Vertex	Betweenness Centrality
11636	0.172759
11637	0.172703
11638	0.172648
11639	0.172595
11640	0.172544
11641	0.172494
11642	0.172461
11643	0.172444
11644	0.172427
11645	0.172411
11646	0.172394
11647	0.17238
11648	0.172366
11649	0.172353
11650	0.17234
11651	0.172328
11652	0.172318
11653	0.172307
11654	0.172301
11655	0.172299
11656	0.172297
11657	0.172297
11658	0.1723
11659	0.172306
11660	0.172313
11661	0.172322
11662	0.172331
11663	0.186576
11664	0.0640459
11665	0.0641051
11666	0.0641648
11667	0.0472222
11668	0.0468526
11669	0.0464836
11670	0.0467337
11671	0.0371027
11672	0.0368542
11673	0.0366073
11674	0.0363632
11675	0.0361216
11676	0.0359851
11677	0.0268396
11678	0.0270428
11679	0.0272671
11680	0.0274925
11681	0.0277194
11682	0.0279483
11683	0.0281945
11684	0.028457
11685	0.02872
11686	0.0289835
11687	0.0293277
11688	0.0297524
11689	0.0301771
11690	0.100661
11691	0.0118473
11692	0.0117722
11693	0.0116986
11694	0.0116255
11695	0.0115525
11696	0.0114798
11697	0.0114078
11698	0.0113419
11699	0.0112817
11700	0.0112224
11701	0.011164
11702	0.0111059
11703	0.0110481
11704	0.0109908
11705	0.0109353
11706	0.0108824
11707	0.0108314
11708	0.0107816
11709	0.0107325
11710	0.0107001
11711	0.0106847
11712	0.0106699
11713	0.0106568
11714	0.0106452
11715	0.010634
11716	0.0106239
11717	0.0106146
11718	0.0106054
11719	0.0105962
11720	0.010587
11721	0.0106455
11722	0.0107716
11723	0.0108981
11724	0.0110251
11725	0.0111569
11726	0.0112933
11727	0.0114327
11728	0.0115777
11729	0.0117759
11730	0.163113
11731	0.153959
11732	0.153825
11733	0.153695
11734	0.153566
11735	0.153438
11736	0.153337
11737	0.153263
11738	0.15319
11739	0.153118
11740	0.153047
11741	0.15298
11742	0.152964
11743	0.152995
11744	0.153025
11745	0.153057
11746	0.153088
11747	0.153121
11748	0.153164
11749	0.0275388
11750	0.0167055
11751	0.0166094
11752	0.0165177
11753	0.0164311
11754	0.0163485
11755	0.0164248
11756	0.0166578
11757	0.016892
11758	0.0171272
11759	0.0173683
11760	0.0176155
11761	0.0178641
11762	0.0181159
11763	0.0183718
11764	0.0186317
11765	0.0188969
11766	0.0191796
11767	0.0194782
11768	0.0197789
11769	0.0200807
11770	0.0203832
11771	0.0206868
11772	0.0209913
11773	0.0212997
11774	0.021612
11775	0.0219257
11776	0.0222406
11777	0.0226066
11778	0.0230238
11779	0.0234412
11780	0.0238596
11781	0.0242788
11782	0.0246982
11783	0.0413489
11784	0.0417206
11785	0.0420975
11786	0.0424881
11787	0.04289
11788	0.0432955
11789	0.0437037
11790	0.0667826
11791	0.0716878
11792	0.0713041
11793	0.0709207
11794	0.0705375
11795	0.0701561
11796	0.0697764
11797	0.0693973
11798	0.0690186
11799	0.0686399
11800	0.0682614
11801	0.0678832
11802	0.0675055
11803	0.0671283
11804	0.0667514
11805	0.0663749
11806	0.0659986
11807	0.0657666
11808	0.0220463
11809	0.0218155
11810	0.0215856
11811	0.0213575
11812	0.0211313
11813	0.0209297
11814	0.0207587
11815	0.0205952
11816	0.0204329
11817	0.0202707
11818	0.0201092
11819	0.0199501
11820	0.0198012
11821	0.0196621
11822	0.0195278
11823	0.0193971
11824	0.0192687
11825	0.0191466
11826	0.0190289
11827	0.0189137
11828	0.018801
11829	0.018689
11830	0.0185817
11831	0.152589
11832	0.152665
11833	0.152515
11834	0.0300991
11835	0.0383764
11836	0.0297702
11837	0.152877
11838	0.442782
11839	0.412789
11840	0.412712
11841	0.412703
11842	0.412701
11843	0.412702
11844	0.412702
11845	0.1546
11846	0.0301445
11847	0.0301698
11848	0.15286
11849	0.0594786
11850	0.0495612
11851	0.049136
11852	0.0487281
11853	0.0483374
11854	0.0479471
11855	0.047557
11856	0.0471708
11857	0.0467883
11858	0.046406
11859	0.046027
11860	0.0456513
11861	0.0452762
11862	0.0449015
11863	0.0445281
11864	0.044159
11865	0.043794
11866	0.0434308
11867	0.0430689
11868	0.0427076
11869	0.0423515
11870	0.0420004
11871	0.0416508
11872	0.041303
11873	0.110057
11874	0.0508162
11875	0.050766
11876	0.0509384
11877	0.200426
11878	0.152526
11879	0.109426
11880	0.038207
11881	0.0498149
11882	0.0196739
11883	0.0196703
11884	0.019673
11885	0.0198899
11886	0.0382877
11887	0.00883849
11888	0.000942199
11889	0.000613432
11890	0.0990234
11891	0.109049
11892	0.0872484
11893	0.08686
11894	0.0864741
11895	0.0860908
11896	0.08579
11897	0.0856338
11898	0.085542
11899	0.0854524
11900	0.00339967
11901	0.00324311
11902	0.00308672
11903	0
11904	0.000434734
11905	0.000869426
11906	0.00130408
11907	0.0641293
11908	0.0636034
11909	0.0638172
11910	0.064034
11911	0.0642546
11912	0.0644787
11913	0.0647055
11914	0.0649333
11915	0.0651622
11916	0.0653919
11917	0.0656222
11918	0.0658533
11919	0.0660848
11920	0.0663178
11921	0.0665524
11922	0.0667878
11923	0.0670238
11924	0.0672604
11925	0.0675781
11926	0.067983
11927	0.0683945
11928	0.0641504
11929	0.06406
11930	0.0383762
11931	0.0384735
11932	0.0385736
11933	0.0386761
11934	0.0388654
11935	0.0957509
11936	0.299203
11937	0.00407443
11938	0.00366605
11939	0.00325784
11940	0.00284988
11941	0.00269601
11942	0.00279865
11943	0.00290524
11944	0.00301707
11945	0.295898
11946	0.295972
11947	0.296047
11948	0.296123
11949	0.296208
11950	0.296301
11951	0.296396
11952	0.296507
11953	0.296633
11954	0.29676
11955	0.29689
11956	0.297027
11957	0.0177518
11958	0.0178937
11959	0.0181651
11960	0.867367
11961	0.867307
11962	0.867249
11963	0.867221
11964	0.867225
11965	0.867233
11966	0.867249
11967	0.867274
11968	0.88347
11969	0.0228987
11970	0.0033264
11971	0.0180749
11972	0.0178365
11973	0.0177394
11974	0.0183546
11975	0.0190186
11976	0
11977	0.000434734
11978	0.000869426
11979	0.00130408
11980	0.00173869
11981	0.00217326
11982	0.00260778
11983	0.00304227
11984	0.00347671
11985	0.00391112
11986	0.00434548
11987	0.0047798
11988	0.00521408
11989	0.00564832
11990	0.00608252
11991	0.00651667
11992	0.00695078
11993	0.00738486
11994	0.00781889
11995	0.00825288
11996	0.00868683
11997	0.00912074
11998	0.0095546
11999	0.00998843
12000	0.0104222
12001	0.010856
12002	0.0112897
12003	0.0117233
12004	0.0121569
12005	0.0125905
12006	0.013024
12007	0.0134575
12008	0.013891
12009	0.0143244
12010	0.0147578
12011	0.0151911
12012	0.0156244
12013	0.0160576
12014	0.0164908
12015	0.016924
12016	0.0173571
12017	0.0177902
12018	0.0182233
12019	0.288988
12020	0.288863
12021	0.288767
12022	0.288698
12023	0.288629
12024	0.146186
12025	0.146066
12026	0.145966
12027	0.145895
12028	0.145831
12029	0.145797
12030	0.145792
12031	0.145788
12032	0.145784
12033	0.145781
12034	0.145777
12035	0.145775
12036	0.145774
12037	0.145774
12038	0.145774
12039	0.145776
12040	0.14578
12041	0.145784
12042	0.145794
12043	0.0277679
12044	0.0273944
12045	0.0270266
12046	0.0266607
12047	0.0262968
12048	0.025934
12049	0.0255749
12050	0.0252237
12051	0.0248786
12052	0.0245365
12053	0.0243191
12054	0.0243699
12055	0.195202
12056	0.00818318
12057	0.00810351
12058	0.0182635
12059	0.138598
12060	0.138474
12061	0.138351
12062	0.138232
12063	0.138117
12064	0.138003
12065	0.137889
12066	0.182297
12067	0.00346035
12068	0.00307811
12069	0.00294791
12070	0.137777
12071	0.00384345
12072	0.291957
12073	0.0366923
12074	0.135756
12075	0.00163487
12076	0.00152316
12077	0.00141228
12078	0.00130166
12079	0.00119138
12080	0.291007
12081	0.0695369
12082	0.0694798
12083	0.0694233
12084	0.0795935
12085	0.0417589
12086	0.0364225
12087	0.0380471
12088	0.0379394
12089	0.0378575
12090	0.0378001
12091	0.0377689
12092	0.0377642
12093	0.0377602
12094	0.290888
12095	0.0110446
12096	0.0107188
12097	0.0105073
12098	0.0104106
12099	0.0103147
12100	0.0102266
12101	0.0152148
12102	0.0150673
12103	0.0149201
12104	0.0147732
12105	0.0146266
12106	0.0144804
12107	0.0143349
12108	0.0141902
12109	0.0140466
12110	0.013904
12111	0.013762
12112	0.0136206
12113	0.0134835
12114	0.0133507
12115	0.0132296
12116	0.0131204
12117	0.0130125
12118	0.0129051
12119	0.0130526
12120	0.0134553
12121	0.0138584
12122	0.0142616
12123	0.0146666
12124	0.0150736
12125	0.0154843
12126	0.0159002
12127	0.0163179
12128	0.0167357
12129	0.0171536
12130	0.0175718
12131	0.0179904
12132	0.0184094
12133	0.0188296
12134	0.019251
12135	0.0387741
12136	0.0232046
12137	0.0232881
12138	0.0233778
12139	0.0234711
12140	0.0235684
12141	0.0236673
12142	0.136556
12143	0.000971345
12144	0.00108122
12145	0.135644
12146	0.135532
12147	0.163194
12148	0.162903
12149	0.162612
12150	0.162323
12151	0.162038
12152	0.161758
12153	0.161483
12154	0.161212
12155	0.160944
12156	0.160677
12157	0.160457
12158	0.160287
12159	0.16019
12160	0.160161
12161	0.160133
12162	0.160106
12163	0.160078
12164	0.16005
12165	0.160023
12166	0.159996
12167	0.159972
12168	0.159954
12169	0.159936
12170	0.159919
12171	0.159905
12172	0.159898
12173	0.159897
12174	0.159897
12175	0.159904
12176	0.159914
12177	0.159924
12178	0.159946
12179	0.159983
12180	0.160022
12181	0.160062
12182	0.180806
12183	0.00683174
12184	0.00573229
12185	0.00581192
12186	0.00592049
12187	0.0060303
12188	0.00614099
12189	0.0062531
12190	0.00636685
12191	0.00648228
12192	0.00659884
12193	0.00671636
12194	0.00683689
12195	0.00695979
12196	0.00708379
12197	0.00720922
12198	0.00748878
12199	0.00792192
12200	0.00835507
12201	0.00878821
12202	0.00922133
12203	1
12204	0.851381
12205	0.851396
12206	0.851467
12207	0.179957
12208	0.0161789
12209	0.0112288
12210	0.00439729
12211	0.00445314
12212	0.00450957
12213	0.182659
12214	0.026851
12215	0.0268779
12216	0.0269071
12217	0.0270793
12218	0.0273948
12219	0.027737
12220	0.0281056
12221	0.0284925
12222	0.148047
12223	0.148199
12224	0.0109765
12225	0.00217326
12226	0.00173869
12227	0.00130408
12228	0.000869426
12229	0.000434734
12230	0
12231	0.0112457
12232	0.0796506
12233	0.0787211
12234	0.0784648
12235	0.0783199
12236	0.078312
12237	0.0783321
12238	0.0783549
12239	0.0176721
12240	0.0180679
12241	0.136476
12242	0.136375
12243	0.136425
12244	0.136325
12245	0.0279121
12246	0.0157321
12247	0.0159724
12248	0.0162169
12249	0.0164663
12250	0.0167171
12251	0.0169686
12252	0.0172844
12253	0.000434734
12254	0
12255	0.000869426
12256	0.0202673
12257	0.0199849
12258	0.0197078
12259	0.0194361
12260	0.0192151
12261	0.0190472
12262	0.0189128
12263	0.0188094
12264	0.0187067
12265	0.0186048
12266	0.0185399
12267	0.0185118
12268	0.0184839
12269	0.0184562
12270	0.0184287
12271	0.0184015
12272	0.0183746
12273	0.018348
12274	0.0183258
12275	0.0183077
12276	0.0182897
12277	0.0182735
12278	0.0182597
12279	0.0182468
12280	0.0182372
12281	0.0182314
12282	0.0182457
12283	0.0182803
12284	0.0183157
12285	0.0183551
12286	0.0183989
12287	0.0184435
12288	0.0184918
12289	0.0185439
12290	0.018782
12291	0.1363
12292	0.99468
12293	0.00545652
12294	0.988596
12295	0.988551
12296	0.00532372
12297	0.00527336
12298	0.0052234
12299	0.00517392
12300	0.00512491
12301	0.00507626
12302	0.00502803
12303	0.00498023
12304	0.00514949
12305	0.00555524
12306	0.00598072
12307	0.297338
12308	0.297407
12309	0.297478
12310	0.29755
12311	0.297631
12312	0.297722
12313	0.297814
12314	0.297908
12315	0.298003
12316	0.00640624
12317	0.00683558
12318	0.0473392
12319	0.0472667
12320	0.047219
12321	0.0886713
12322	0.0886252
12323	0.088581
12324	0.0172921
12325	0.0171367
12326	0.017202
12327	0.0172691
12328	0.0173377
12329	0.0174066
12330	0.0174982
12331	0.0176123
12332	0.0177283
12333	0.0178488
12334	0.0179725
12335	0.00726875
12336	0.00770187
12337	0.0967655
12338	0.0570384
12339	0.291948
12340	0.290305
12341	0.290354
12342	0.290405
12343	0.290455
12344	0.290538
12345	0.290652
12346	0.290769
12347	0.0038892
12348	0.00382428
12349	0.0037653
12350	0.00396121
12351	0.00403716
12352	0.0041151
12353	0.00813499
12354	0.00856814
12355	0.00900128
12356	0.0346659
12357	0.0345923
12358	0.0345199
12359	0.0344489
12360	0.0343797
12361	0.0343126
12362	0.0371005
12363	0.856049
12364	0.856036
12365	0.856026
12366	0.856067
12367	0.856175
12368	0.0216613
12369	0.000869426
12370	0.000434734
12371	0
12372	0.0417627
12373	0.0413341
12374	0.0409055
12375	0.040477
12376	0.0400484
12377	0.0396198
12378	0.0391912
12379	0.0387627
12380	0.0383341
12381	0.0379055
12382	0.0374769
12383	0.0370484
12384	0.0366198
12385	0.0361913
12386	0.0357628
12387	0.0353342
12388	0.0349057
12389	0.0344771
12390	0.0340485
12391	0.0336199
12392	0.0331912
12393	0.0327625
12394	0.0323338
12395	0.0319051
12396	0.0314764
12397	0.0310476
12398	0.0306188
12399	0.03019
12400	0.0297612
12401	0.0293324
12402	0.0289037
12403	0.0284758
12404	0.0280488
12405	0.027622
12406	0.0271951
12407	0.0267683
12408	0.0263415
12409	0.0259147
12410	0.0254879
12411	0.0250611
12412	0.0246344
12413	0.0242076
12414	0.023781
12415	0.0233545
12416	0.0229281
12417	0.0225017
12418	0.0220754
12419	0.138538
12420	0.138167
12421	0.137797
12422	0.137428
12423	0.13721
12424	0.137153
12425	0.146681
12426	0.00975867
12427	0.00960019
12428	0.0094695
12429	0.00936675
12430	0.00926738
12431	0.00917041
12432	0.00908033
12433	0.00922557
12434	0.00959998
12435	0.00997448
12436	0.0629756
12437	0.0628822
12438	0.0627905
12439	0.0626991
12440	0.0626084
12441	0.0625185
12442	0.0624295
12443	0.0623412
12444	0.0622607
12445	0.062188
12446	0.0621161
12447	0.0620449
12448	0.0619742
12449	0.0619039
12450	0.0618345
12451	0.061767
12452	0.0617019
12453	0.0616381
12454	0.0615748
12455	0.0615117
12456	0.061449
12457	0.0613879
12458	0.0613286
12459	0.0612698
12460	0.0630467
12461	0.0332697
12462	0.0328409
12463	0.0324121
12464	0.0319833
12465	0.0315545
12466	0.0311257
12467	0.030697
12468	0.0302683
12469	0.0298397
12470	0.0294111
12471	0.0289826
12472	0.0285541
12473	0.0281255
12474	0.027697
12475	0.0272684
12476	0.0268398
12477	0.0264113
12478	0.0259827
12479	0.0255541
12480	0.0251255
12481	0.0246969
12482	0.0242683
12483	0.0238398
12484	0.0234112
12485	0.0229827
12486	0.0225541
12487	0.0221255
12488	0.0216968
12489	0.0212682
12490	0.0208404
12491	0.0204135
12492	0.0200217
12493	0.0196676
12494	0.0194343
12495	0.0193445
12496	0.0192802
12497	0.0192166
12498	0.0191535
12499	0.0190913
12500	0.0190306
12501	0.0189725
12502	0.0189164
12503	0.0188613
12504	0.0188074
12505	0.0187547
12506	0.0187024
12507	0.0186509
12508	0.0186008
12509	0.0185517
12510	0.0185188
12511	0.0185021
12512	0.0184859
12513	0.0283504
12514	0.0155195
12515	0.0689007
12516	0.0687892
12517	0.0688833
12518	0.0691704
12519	0.0694609
12520	0.925825
12521	0.856066
12522	0.0193672
12523	0.018952
12524	0.0185414
12525	0.0181329
12526	0.0177246
12527	0.017317
12528	0.0169106
12529	0.0165053
12530	0.0161003
12531	0.0156957
12532	0.0152916
12533	0.0148879
12534	0.0145392
12535	0.0142927
12536	0.0141176
12537	0.0139717
12538	0.0138335
12539	0.0136998
12540	0.0135684
12541	0.0134379
12542	0.0133079
12543	0.0131788
12544	0.0130526
12545	0.0129291
12546	0.0128073
12547	0.0126879
12548	0.0125692
12549	0.012462
12550	0.0123665
12551	0.0122716
12552	0.0121772
12553	0.0120832
12554	0.0119903
12555	0.0118987
12556	0.0118076
12557	0.0117172
12558	0.0116276
12559	0.0115382
12560	0.0114492
12561	0.0113759
12562	0.0113186
12563	0.0112616
12564	0.0112048
12565	0.0111482
12566	0.011092
12567	0.0110363
12568	0.0109818
12569	0.0109279
12570	0.0108744
12571	0.0108331
12572	0.010958
12573	0.0112369
12574	0.0115169
12575	0.011799
12576	0.0120832
12577	0.0123687
12578	0.0126549
12579	0.0129417
12580	0.013229
12581	0.0135165
12582	0.0138047
12583	0.0140935
12584	0.0143832
12585	0.0146737
12586	0.0149648
12587	0.0152569
12588	0.0155499
12589	0.0158437
12590	0.0161387
12591	0.0164347
12592	0.016731
12593	0.0170286
12594	0.0173282
12595	0.0176303
12596	0.0179346
12597	0.0182394
12598	0.018545
12599	0.0188516
12600	0.0191593
12601	0.0194678
12602	0.0197771
12603	0.0200876
12604	0.0203998
12605	0.0207134
12606	0.0210276
12607	0.0213491
12608	0.021679
12609	0.0220102
12610	0.0223642
12611	0.022741
12612	0.0231182
12613	0.023496
12614	0.0356643
12615	0.0653506
12616	0.00781889
12617	0.00738486
12618	0.00695078
12619	0.00651667
12620	0.00608252
12621	0.00564832
12622	0.00521408
12623	0.0047798
12624	0.00434548
12625	0.00391112
12626	0.00347671
12627	0.00304227
12628	0.00260778
12629	0.00217326
12630	0.00173869
12631	0.00130408
12632	0.000869426
12633	0.000434734
12634	0
12635	0.0617427
12636	0.00621005
12637	0.00593726
12638	0.00602069
12639	0.00610674
12640	0.00619336
12641	0.00628057
12642	0.00636892
12643	0.00645821
12644	0.00655123
12645	0.00664807
12646	0.00674569
12647	0.00684443
12648	0.00694453
12649	0.00704715
12650	0.00731591
12651	0.00774913
12652	0.00818248
12653	0.00861585
12654	0
12655	0.000434734
12656	0.0199522
12657	0.0195441
12658	0.0191361
12659	0.0187283
12660	0.0183208
12661	0.0179133
12662	0.0177057
12663	0.017699
12664	0.0176936
12665	0.0176911
12666	0.0176911
12667	0.0176912
12668	0.0176915
12669	0.0176958
12670	0.017705
12671	0.0177156
12672	0.0177266
12673	0.0177376
12674	0.0177489
12675	0.0177602
12676	0.0177722
12677	0.0177847
12678	0.0177981
12679	0.0178123
12680	0.0178265
12681	0.0440017
12682	0.0302768
12683	0.0262298
12684	0.026288
12685	0.0263494
12686	0.0264117
12687	0.0264752
12688	0.0265393
12689	0.0266039
12690	0.026669
12691	0.0267357
12692	0.026804
12693	0.0268727
12694	0.026942
12695	0.0270114
12696	0.0270811
12697	0.0271509
12698	0.027221
12699	0.0272914
12700	0.027362
12701	0.027433
12702	0.0275045
12703	0.0275768
12704	0.0276494
12705	0.0277259
12706	0.02781
12707	0.0278983
12708	0.0279874
12709	0.028077
12710	0.0281671
12711	0.0282577
12712	0.0283485
12713	0.0284395
12714	0.0285308
12715	0.028623
12716	0.0287171
12717	0.0288778
12718	0.029104
12719	0.0293381
12720	0.00391184
12721	0.00371715
12722	0.0037689
12723	0.00382864
12724	0.00388982
12725	0.00395253
12726	0.00401657
12727	0.00408141
12728	0.00414807
12729	0.00421679
12730	0.00428609
12731	0.00435595
12732	0.00442656
12733	0.00449809
12734	0.00457444
12735	0.00465931
12736	0.00474877
12737	0.00483906
12738	0.00493028
12739	0.00502208
12740	0.00511619
12741	0.00527743
12742	0.00550399
12743	0.00573832
12744	0.00607611
12745	0.881282
12746	0.881348
12747	0.0176536
12748	0.00217326
12749	0.00173869
12750	0.00130408
12751	0.0166192
12752	0.0168517
12753	0.0329854
12754	0.00748738
12755	0.00706941
12756	0.00665321
12757	0.00623878
12758	0.00582479
12759	0.00541127
12760	0.00499787
12761	0.00458449
12762	0.00417193
12763	0.00376029
12764	0.00335521
12765	0.00295673
12766	0.00264385
12767	0.00241669
12768	0.00219032
12769	0.00196599
12770	0.00174325
12771	0.00152072
12772	0.00153531
12773	0.00178737
12774	0.00204302
12775	0.00230248
12776	0.00264792
12777	0.0298935
12778	0.0299374
12779	0.0299827
12780	0.286762
12781	0.286806
12782	0.286883
12783	0.286963
12784	0.287046
12785	0.0650424
12786	0.0605716
12787	0.0606168
12788	0.0606626
12789	0.0607103
12790	0.0549048
12791	0.0548247
12792	0.054747
12793	0.0546696
12794	0.0771669
12795	0.0873658
12796	0.0870108
12797	0.086679
12798	0.0864631
12799	0.0863741
12800	0.0862963
12801	0.0862188
12802	0.0861422
12803	0.0860676
12804	0.0859946
12805	0.0859507
12806	0.106731
12807	0.0126411
12808	0.0125004
12809	0.0123607
12810	0.0122832
12811	0.0150687
12812	0.0787862
12813	0.0773355
12814	0.0221299
12815	0.0217532
12816	0.0213773
12817	0.0212491
12818	0.00866506
12819	0.00897532
12820	0.00886786
12821	0.00924953
12822	0.00835548
12823	0.00820651
12824	0.190017
12825	0.0432254
12826	0.0431024
12827	0.0432924
12828	0.0436328
12829	0.145802
12830	0.145756
12831	0.145766
12832	0.145785
12833	0.294037
12834	0.00303661
12835	0.00128607
12836	0.00136454
12837	0.00166887
12838	0.00230038
12839	0.00237596
12840	0.00259973
12841	0.10704
12842	0.0418818
12843	0.041479
12844	0.0410776
12845	0.0406763
12846	0.040278
12847	0.0398829
12848	0.0394879
12849	0.039094
12850	0.0387012
12851	0.038309
12852	0.0379177
12853	0.03753
12854	0.0371457
12855	0.0367628
12856	0.0363815
12857	0.0360007
12858	0.0356207
12859	0.0352417
12860	0.28225
12861	0.182195
12862	0.182094
12863	0.181995
12864	0.181897
12865	0.181799
12866	0.181706
12867	0.181618
12868	0.181531
12869	0.181445
12870	0.181394
12871	0.181379
12872	0.181366
12873	0.181354
12874	0.181347
12875	0.181343
12876	0.181343
12877	0.189257
12878	0.00961151
12879	0.0940838
12880	0.0942844
12881	0.0944858
12882	0.094688
12883	0.0948908
12884	0.0950998
12885	0.0953156
12886	0.0955341
12887	0.0957568
12888	0.0959827
12889	0.0962101
12890	0.0964388
12891	0.0966765
12892	0.0969219
12893	0.0971753
12894	0.0974367
12895	0.0976992
12896	0.0979688
12897	0.0982447
12898	0.0985453
12899	0.098871
12900	0.0991976
12901	0.0995246
12902	0.0998522
12903	0.100181
12904	0.00657459
12905	0.00614124
12906	0.00570787
12907	0.00548695
12908	0.0054804
12909	0.00547834
12910	0.00547902
12911	0.00548022
12912	0.00548414
12913	0.00549063
12914	0.00549984
12915	0.00551164
12916	0.00552467
12917	0.00553911
12918	0.00555404
12919	0.00556947
12920	0.00561562
12921	0.0714656
12922	0.0711073
12923	0.29964
12924	0.297115
12925	0.297157
12926	0.297209
12927	0.297271
12928	0.00521408
12929	0.0047798
12930	0.00434548
12931	0.00391112
12932	0.00347671
12933	0.00304227
12934	0.00260778
12935	0.00217326
12936	0.00173869
12937	0.00130408
12938	0.000869426
12939	0.000434734
12940	0
12941	0.111656
12942	0.11153
12943	0.111414
12944	0.1113
12945	0
12946	0.000434734
12947	0.000869426
12948	0.00130408
12949	0.00173869
12950	0.00217326
12951	0.00260778
12952	0.00304227
12953	0.00347671
12954	0.00391112
12955	0.00434548
12956	0.0047798
12957	0.00521408
12958	0.00217326
12959	0.00173869
12960	0.00130408
12961	0.000869426
12962	0.000434734
12963	0
12964	0.187217
12965	0.187205
12966	0.187193
12967	0.187181
12968	0.18717
12969	0.187159
12970	0.18715
12971	0.187141
12972	0.187133
12973	0.187244
12974	0.18723
12975	0.282073
12976	0.282095
12977	0.282148
12978	0.297118
12979	0.296489
12980	0.296516
12981	0.24568
12982	0.111206
12983	0.111146
12984	0.0904202
12985	0.0366062
12986	0.00811934
12987	0.00773281
12988	0.00770654
12989	0.00804041
12990	0.00840328
12991	0.29863
12992	0.026149
12993	0.0293151
12994	0.0287606
12995	0.0289687
12996	0.0256692
12997	0.0071513
12998	0.00723471
12999	0.00731872
13000	0.0201472
13001	0.0204391
13002	0.0181784
13003	0.0156922
13004	0.0156433
13005	0.00208334
13006	0.00183889
13007	0.00171811
13008	0.00169686
13009	0.00177535
13010	0.0019701
13011	0.00228088
13012	0.0025918
13013	0.00290278
13014	0.0032139
13015	0.00352555
13016	0.0182765
13017	0.0159854
13018	0.0160031
13019	0.0160208
13020	0.0160389
13021	0.0160816
13022	0.264596
13023	0.0902839
13024	0.0755815
13025	0.0756028
13026	0.0756255
13027	0.0756768
13028	0.0757556
13029	0.0758346
13030	0.0759137
13031	0.0759929
13032	0.0760721
13033	0.0761519
13034	0.0762323
13035	0.0763141
13036	0.0763974
13037	0.0764809
13038	0.0765648
13039	0.0766646
13040	0.0767806
13041	0.0768969
13042	0.0770134
13043	0.0771312
13044	0.0772504
13045	0.0773699
13046	0.0774902
13047	0.0776116
13048	0.0777341
13049	0.0926419
13050	0.0761037
13051	0.0760463
13052	0.0759916
13053	0.0759814
13054	0.0760152
13055	0.076051
13056	0.0762373
13057	0.0765887
13058	0.0769559
13059	0.0773244
13060	0.0777072
13061	0.0781037
13062	0.0785006
13063	0.0193987
13064	0.0190259
13065	0.0187775
13066	0.0186514
13067	0.018536
13068	0.0184328
13069	0.0183315
13070	0.0182311
13071	0.0181323
13072	0.0180344
13073	0.0179366
13074	0.0178393
13075	0.0177424
13076	0.017646
13077	0.0175532
13078	0.0174639
13079	0.0173748
13080	0.0172858
13081	0.0171974
13082	0.0171098
13083	0.017023
13084	0.0169371
13085	0.0168514
13086	0.0167678
13087	0.0166864
13088	0.0166468
13089	0.0166491
13090	0.0166518
13091	0.0166564
13092	0.0166627
13093	0.0166701
13094	0.0166786
13095	0.0166955
13096	0.0168575
13097	0.0171567
13098	0.00359842
13099	0.00352898
13100	0.00487936
13101	0.148868
13102	0.860081
13103	0.859948
13104	0.859846
13105	0.85976
13106	0.859692
13107	0.859864
13108	0.00993049
13109	0.00320438
13110	0.00324952
13111	0.00332285
13112	0.00339673
13113	0.00347116
13114	0.00354918
13115	0.00363228
13116	0.00375272
13117	0.00954142
13118	0.00964937
13119	0.109106
13120	0.107218
13121	0.107128
13122	0.00188591
13123	0.00351747
13124	0.00390957
13125	0.0121569
13126	0.0117233
13127	0.0112897
13128	0.010856
13129	0.0104222
13130	0.00998843
13131	0.0095546
13132	0.00912074
13133	0.00868683
13134	0.00825288
13135	0.00781889
13136	0.00738486
13137	0.00695078
13138	0.00651667
13139	0.00608252
13140	0.00564832
13141	0.00521408
13142	0.0047798
13143	0.00434548
13144	0.00391112
13145	0.00347671
13146	0.00304227
13147	0.00260778
13148	0.00217326
13149	0.00173869
13150	0.00130408
13151	0.000869426
13152	0.000434734
13153	0
13154	0.140474
13155	0.140121
13156	0.140533
13157	0.0235818
13158	0.0209048
13159	0.0205788
13160	0.0202539
13161	0.0199294
13162	0.0196055
13163	0.0192826
13164	0.0189677
13165	0.0186832
13166	0.0184223
13167	0.0181673
13168	0.0179181
13169	0.0176697
13170	0.0174226
13171	0.0171772
13172	0.0169409
13173	0.0167134
13174	0.0164866
13175	0.0162629
13176	0.0160487
13177	0.0158535
13178	0.0156709
13179	0.0154897
13180	0.015508
13181	0.0157261
13182	0.0159457
13183	0.0161689
13184	0.0188615
13185	0.0189545
13186	0.0190642
13187	0.0191747
13188	0.0192869
13189	0.0195068
13190	0.0198561
13191	0.0202286
13192	0.0206017
13193	0.0209783
13194	0.021358
13195	0.0217385
13196	0.0221198
13197	0
13198	0.000434734
13199	0.0879142
13200	0.0876354
13201	0.087718
13202	0.0878045
13203	0.0878914
13204	0.0879787
13205	0.0880668
13206	0.0881563
13207	0.0882482
13208	0.0883452
13209	0.0884464
13210	0.0523052
13211	0.0517356
13212	0.0281744
13213	0.0282335
13214	0.0283757
13215	0.0285208
13216	0.0286887
13217	0.0288809
13218	0.0290761
13219	0.0292846
13220	0.0295218
13221	0.0297764
13222	0.0300326
13223	0.0302904
13224	0.0305506
13225	0.0556784
13226	0.264439
13227	0.244717
13228	0.243937
13229	0.243923
13230	0.244152
13231	0.000419366
13232	0.0101793
13233	0.00946516
13234	0.264208
13235	0.264321
13236	0.0653602
